Schmidt-Thornton|Romania|33.3|False
Campbell, Wolf and Gregory|Portugal|43.1|False
Davis-Campbell|Chile|41.1|True
Carey, Jones and Simpson|Bulgaria|27.3|False
Ruiz LLC|Argentina|29.8|False
Suarez, Miller and Yang|Portugal|96.3|False
Weaver PLC|Australia|2.64|False
Cook-Dixon|South Africa|63.0|True
Warren-Drake|China|4.75|False
Vargas, Bowers and Salazar|Italy|27.4|False
Taylor, Williamson and Mayo|Moldova|86.7|False
Cruz-Davis|Russia|80.0|False
Kelly-Holt|China|52.5|True
Moss-Clark|Hungary|1.81|False
Santos-Smith|South Africa|62.8|True
Contreras, Duarte and Thompson|Brazil|93.6|False
Green-Rodriguez|South Africa|49.7|True
Grimes LLC|Italy|77.3|False
Martinez, Clements and King|Croatia|2.7|True
Garrett-Vincent|Russia|10.2|False
Pena-Wagner|Russia|61.2|True
Wright, Gonzalez and Short|Australia|27.5|False
Nunez-Brown|China|86.3|False
Roy LLC|Romania|37.1|True
Martin, Frye and Montoya|New Zealand|14.4|True
Jones, Best and Berg|USA|37.0|True
Hill-Perry|South Africa|57.1|True
Robbins, Rodriguez and Vazquez|USA|74.2|False
Campos Ltd|Romania|8.03|True
Wolfe Group|Greece|41.0|True
Bullock, Fields and Green|Chile|28.1|False
Duncan-Evans|Brazil|68.4|True
Vazquez Ltd|Italy|61.7|False
Montgomery, Blevins and Newton|Greece|92.0|True
Garrett, Sherman and Chang|Austria|11.5|True
Cook, Medina and Stephens|Croatia|45.8|False
Butler, Green and Smith|Brazil|81.2|False
Clark-Crane|Russia|27.5|True
Conrad-Bishop|Russia|60.0|False
Weaver, Hall and Nunez|Brazil|63.5|True
Young-Conner|Romania|75.1|True
Reynolds, Baxter and Mahoney|Brazil|13.5|False
Wallace-Matthews|South Africa|67.2|False
Henry, Johnson and Morales|France|37.8|True
Moses-Patterson|New Zealand|29.5|False
Sims Group|Spain|19.8|False
Barnes, Evans and Marshall|South Africa|54.2|False
Ellis Ltd|France|85.7|True
Mendez Group|Chile|59.3|False
Chavez-Taylor|China|86.2|False
Bird Group|USA|62.3|True
Forbes-Pearson|Argentina|52.0|False
Miller-Good|Croatia|40.5|True
Morales-Gutierrez|Hungary|20.0|True
Payne, Davis and Parker|Croatia|29.1|False
Guzman, Robinson and Harrell|Romania|51.6|True
Mitchell, Lynch and Clark|Italy|21.4|True
Strickland-Freeman|Hungary|12.7|True
Miranda, Payne and Hardy|Russia|41.4|False
Lopez, Cook and Deleon|China|96.8|False
Gonzales, Warren and Haley|Australia|81.4|False
Soto-Conner|Hungary|78.9|False
Campbell, Thompson and Mitchell|Bulgaria|25.3|True
Conner, Hall and Kirby|Argentina|91.2|False
Burgess-Smith|Italy|36.8|True
Lopez-Gutierrez|South Africa|48.9|False
Jefferson, Ryan and Morton|Brazil|99.4|False
Griffin, Ponce and Richardson|Spain|27.9|False
Murray, Le and Cruz|Bulgaria|7.72|False
Campbell, Carpenter and Gordon|Hungary|64.6|False
Williams, Paul and Ferguson|Italy|42.9|True
Spears Inc|Moldova|42.1|True
Smith, Carlson and Jensen|Romania|5.08|False
Stewart Ltd|France|10.2|True
Hines-Bauer|Hungary|88.2|False
Hinton Ltd|New Zealand|2.84|False
Jones-Mcpherson|Italy|72.6|False
Garcia-Petersen|Austria|66.3|True
Wright-Davila|New Zealand|57.2|False
Andrade Inc|Argentina|92.7|True
Hanna Inc|Portugal|13.2|False
Patel, Kelly and Roberts|Greece|35.6|True
Stout LLC|Russia|44.9|False
Gilmore Inc|Romania|60.0|True
Clark, Davis and Hooper|Brazil|25.9|False
Martin-Flores|Austria|71.9|True
Bailey, Jones and Fox|Spain|8.42|True
Thompson, Palmer and Anderson|Moldova|47.8|False
Jones, Moore and Harper|Greece|74.7|False
Montgomery and Sons|Spain|45.1|True
Perkins-Atkins|Russia|86.5|True
Carroll LLC|Italy|19.6|False
Hanna-Goodman|Italy|89.2|True
Wilson, Williams and Ferguson|Germany|72.8|False
Murray-Rodgers|Romania|9.52|True
Mills, Montgomery and Roman|New Zealand|17.0|True
Black-Parker|Italy|90.9|False
Allen, Lopez and Patterson|South Africa|31.3|True
Mitchell, Cunningham and Moore|New Zealand|76.8|True
Collins-Smith|Russia|99.7|False
Wilson-Stevenson|South Africa|24.1|True
Barber PLC|Bulgaria|40.2|True
Patel-Hill|Germany|88.0|False
Miller, Decker and Leonard|Romania|54.1|True
Fleming PLC|New Zealand|66.3|True
Sims PLC|Italy|9.21|False
Adams, Wells and Rose|Bulgaria|27.5|True
Griffin-Baker|Italy|74.9|True
Cunningham, Peterson and Roberts|Germany|51.6|False
Ramirez, Harrison and Smith|Moldova|69.0|True
Browning Inc|USA|28.2|False
Carson-Rose|USA|44.0|True
Mcdaniel-Miller|China|38.8|True
Williams Group|Germany|68.2|False
Moore, Klein and Walker|Argentina|61.6|True
Gilbert LLC|Italy|47.6|True
Miller, Gould and James|New Zealand|75.4|False
Valencia-Hale|Chile|28.7|False
Peck Group|Spain|64.2|True
Kent Inc|Argentina|86.2|True
Smith PLC|Brazil|70.8|False
Dunn-Copeland|Italy|36.4|False
Rogers PLC|Moldova|65.0|True
Lam, Hunter and Mcmahon|Bulgaria|85.0|True
Murphy-Ramirez|Italy|86.7|True
Williams-Mendoza|Chile|76.0|True
Turner, Palmer and Stewart|Russia|49.4|True
Marshall Group|Austria|74.5|False
Kramer, Navarro and Nixon|Bulgaria|87.5|True
Ross and Sons|China|91.3|False
Lyons-Jones|Greece|98.6|False
Solomon-Shaw|Hungary|45.6|True
Roberts, Rice and Green|Argentina|41.8|True
Mason LLC|Australia|76.6|True
Larson, Powers and Huber|Portugal|15.2|True
Crosby, Deleon and Fritz|USA|68.1|False
Cohen, Thornton and Munoz|Portugal|89.9|True
Kramer-Jackson|Italy|65.5|False
Brown-Mccullough|China|15.5|True
Robinson, Stanley and Calhoun|Austria|72.7|True
Rice Inc|Greece|58.3|False
Bolton, Lewis and Johnson|New Zealand|93.0|False
Berry and Sons|Russia|95.3|False
Morales-White|Spain|91.2|False
Richardson-Ochoa|Germany|50.1|False
Wallace, Johnson and Donovan|Germany|83.5|False
Berry, Bauer and Rowland|Austria|42.4|False
Collins-Good|Italy|86.5|False
Hernandez-Rice|Greece|83.7|True
Munoz-Roberson|France|83.1|True
Peters, Jones and Ford|Hungary|85.8|False
Simpson LLC|Italy|67.8|True
Garcia-Holmes|Greece|9.15|False
Davis Ltd|Moldova|81.8|True
Wise and Sons|Greece|68.1|False
Todd, Miller and Parrish|Chile|12.4|False
Lin, Tapia and White|Brazil|59.9|False
Young, Evans and Anderson|Spain|89.0|False
Chapman-Phillips|Australia|31.0|False
Davis, Burton and Ramos|China|2.94|True
Chaney LLC|China|6.55|False
Ward Inc|Greece|14.9|False
Ramirez PLC|France|6.81|True
Downs and Sons|Hungary|57.2|False
Nguyen, Stanley and Palmer|Chile|9.51|False
Caldwell, White and Potter|Moldova|34.8|True
Sweeney, Schwartz and Robinson|France|77.9|False
Powell, Marshall and Chambers|Argentina|61.6|True
Torres, Gonzalez and Coleman|Germany|76.0|True
Baldwin Group|Spain|31.6|True
Lin Group|Portugal|77.4|False
Stout, Dawson and Cabrera|Chile|30.2|True
Herrera, Lee and Johnson|Italy|34.8|False
Jackson PLC|Australia|69.3|True
Jenkins-Frazier|Austria|82.0|True
Edwards, Harris and Mckay|Hungary|85.8|False
Anderson-Coleman|Chile|97.6|False
Vargas, Hall and Jackson|Russia|3.3|False
Ibarra-Mckinney|Moldova|73.5|False
Johnson-Irwin|New Zealand|9.11|True
King LLC|Romania|90.3|True
Collins Ltd|Germany|90.9|False
Strickland-Jackson|Chile|90.3|False
Mcpherson-Hobbs|Hungary|31.7|True
Hernandez-Sutton|Moldova|26.4|True
Pearson Ltd|Portugal|23.7|False
Edwards Group|Argentina|25.5|True
Thomas-Glass|Australia|39.1|False
Holden, Hansen and Massey|Italy|65.3|False
Barrera, Murray and Lee|Australia|64.2|False
Harrison-Lambert|France|71.4|True
Vega-Hayes|Hungary|50.8|True
Mack-Sutton|New Zealand|49.4|True
Wagner, Norton and Zhang|Australia|9.77|True
Leblanc LLC|Italy|73.6|False
Simpson-Carter|Austria|5.92|True
Holden Inc|Chile|8.36|False
Hood, Smith and Holmes|Italy|27.2|False
Jimenez, Mitchell and Pope|South Africa|82.5|False
Case, Smith and Hernandez|Austria|14.0|True
Hall, Floyd and Delgado|South Africa|30.9|False
Stanley-Mann|Argentina|98.2|False
Rogers-Mack|Austria|92.9|True
Ramirez-Diaz|Hungary|58.7|False
Johnson-Wells|South Africa|32.0|True
Yu-Nicholson|Austria|21.3|False
Gibbs PLC|Russia|83.9|False
Brown-Turner|USA|5.28|True
Walsh Group|Russia|45.5|True
West and Sons|Greece|43.4|False
Fuentes, Copeland and Bright|Russia|6.27|True
Andrews-Wilkerson|Brazil|32.3|True
Ruiz-Rodriguez|China|36.1|False
Hobbs-Carter|Austria|76.4|True
Carter, Green and Callahan|Argentina|32.2|True
Jones, Thomas and Harrell|Bulgaria|48.3|False
Carroll-Barnes|Romania|35.9|True
Gomez-Mcdonald|Germany|18.2|True
Gonzalez, Suarez and Martin|Portugal|33.5|False
Barnes-Robinson|Portugal|82.6|False
Browning-Torres|Russia|27.9|True
Rodriguez, Knapp and Hale|France|26.1|True
Beltran, Richmond and Rodriguez|Spain|73.4|True
Price PLC|New Zealand|62.7|False
Rowe Ltd|Spain|26.5|False
Anderson, King and Ingram|Spain|54.1|True
Green-Wells|Germany|83.1|False
Rogers-Reyes|USA|59.4|True
White LLC|Argentina|45.0|False
Lawrence PLC|USA|66.8|True
Duran, Roy and Hopkins|Hungary|99.7|True
Walker-Allison|New Zealand|75.1|False
Martin, Bray and Sherman|Russia|85.4|True
Serrano-Nelson|USA|30.5|True
Hunter, Howard and Monroe|Spain|78.7|False
Galloway-Chaney|New Zealand|24.3|False
Brock, Dudley and Mills|China|10.3|True
Chavez Group|Greece|74.2|False
Diaz Ltd|Bulgaria|34.3|False
Levine-Hale|Greece|70.0|True
Raymond, Fisher and Wallace|Russia|18.7|False
Elliott-Benson|France|91.7|False
Blair Inc|South Africa|60.3|False
Ross Group|Italy|39.5|True
Ray, Hodge and White|Italy|17.7|False
Curry, Irwin and Smith|France|87.8|False
Green, Stewart and Ayers|Argentina|64.6|False
Smith, Moreno and Jones|Greece|21.2|True
Johnson-Steele|Romania|87.3|True
Gonzalez-Meza|Austria|28.2|True
Robinson-Ingram|Hungary|68.3|False
Benson-Mann|New Zealand|80.5|False
Lang, Rogers and Morris|Australia|57.2|True
Arnold-Reed|Portugal|50.2|True
Mckinney-Clark|Germany|58.2|False
Peters, Mckinney and Gonzalez|Chile|30.2|False
Brady, Peters and Sullivan|Germany|42.2|True
Ward and Sons|Moldova|26.2|True
Hudson LLC|Austria|6.49|True
Brown, Davidson and Owens|South Africa|39.3|False
David, Wagner and Maldonado|New Zealand|81.4|False
Anderson LLC|New Zealand|7.59|True
Butler PLC|Argentina|37.2|True
Yu LLC|Brazil|56.9|False
Burke LLC|Hungary|28.8|False
Horn Group|Bulgaria|31.7|False
Green, Obrien and Williams|Chile|15.9|False
Berry-Mcdaniel|Australia|53.5|True
Russell-Johnson|Greece|41.9|True
Shaw-Hall|Chile|27.5|False
Graves, Smith and Estes|Italy|78.1|True
Vincent-Guerrero|Chile|92.9|True
Leonard-Jones|Austria|37.1|False
Landry, Fuller and Singh|Greece|67.1|True
Alexander Ltd|Germany|51.9|False
Larson, Alexander and Harris|Greece|95.3|True
Leonard Group|USA|10.4|True
Carlson, Love and Castro|Portugal|62.1|False
Lee, Hammond and Beard|New Zealand|84.2|False
Mclaughlin-Fox|South Africa|6.54|False
White, Yoder and Flores|Greece|41.3|True
Walker-Clarke|Argentina|62.3|False
Murray PLC|China|95.0|False
Stewart-Allison|New Zealand|49.6|True
Gray Ltd|France|38.7|True
Moss Ltd|Croatia|58.7|True
Carpenter-Peters|Spain|29.1|True
Cross, Tran and Smith|Russia|63.7|True
Santiago Ltd|Brazil|56.5|True
Rojas, Rowe and Alvarez|Italy|71.6|True
Johnson and Sons|Hungary|11.4|False
Reyes-Willis|France|25.6|False
Morris-White|Spain|7.8|False
Perez Inc|Chile|3.31|False
Ray-Mullins|Spain|77.3|True
Lucas Group|Germany|40.6|False
Reyes, Walls and Walsh|Italy|41.3|False
Mitchell and Sons|Germany|98.5|True
Hamilton LLC|New Zealand|87.4|False
Bell Inc|Germany|42.7|True
Scott-Lee|Bulgaria|32.5|True
Rogers and Sons|Chile|15.8|True
Hayes, Pacheco and Scott|Russia|99.9|False
Rodriguez Inc|Italy|10.8|True
Rodriguez, Morris and Pollard|China|64.3|True
Fitzgerald, Butler and Anderson|Spain|35.7|False
Salinas, Ross and Jones|Greece|81.1|False
